"cell","gene","garp_score","p_value"
"RWP-1","JARID2","-0.1654688","0.397"
"SK-PC-1","JARID2","-0.1102041","0.614"
"SK-PC-3","JARID2","-0.4437027","0.398"
"SU.86.86","JARID2","-0.1232468","0.333"
"SW1990","JARID2","-0.1357056","0.615"
"BT-20","JMJD1C","-0.3601175","0.233"
"BT-474","JMJD1C","-0.3357935","0.225"
"BT-549","JMJD1C","-0.2660312","0.518"
"CAL-51","JMJD1C","-0.1409227","0.496"
"CAMA-1","JMJD1C","-0.3564036","0.363"
"EFM-19","JMJD1C","-0.1715416","0.37"
"HCC1143","JMJD1C","-0.8743043","0.064"
"HCC1187","JMJD1C","-0.1780297","0.693"
"HCC1395","JMJD1C","-0.275616","0.49"
"HCC1419","JMJD1C","-0.2676696","0.277"
"HCC1428","JMJD1C","-0.684889","0.27"
"HCC1500","JMJD1C","-0.3114318","0.237"
"HCC1806","JMJD1C","-0.4898252","0.41"
"HCC1937","JMJD1C","-0.08818825","0.612"
"HCC1954","JMJD1C","-0.2850391","0.213"
"HCC38","JMJD1C","-0.2721122","0.433"
"Hs 578T","JMJD1C","-0.1308672","0.272"
"KPL-1","JMJD1C","-0.1568111","0.185"
"MCF7","JMJD1C","-0.05322284","0.519"
"MDA-MB-157","JMJD1C","-0.04388556","0.88"
"MDA-MB-231","JMJD1C","-0.4176277","0.138"
"MDA-MB-361","JMJD1C","-0.3211301","0.244"
"MDA-MB-436","JMJD1C","-0.2855973","0.431"
"MDA-MB-453","JMJD1C","0.00935861","0.794"
"MDA-MB-468","JMJD1C","-0.07322516","0.629"
"SK-BR-3","JMJD1C","-0.2518001","0.569"
"SW527","JMJD1C","-0.2126832","0.243"
"T-47D","JMJD1C","-0.3393457","0.268"
"ZR-75-1","JMJD1C","-0.4026248","0.238"
"609050M","JMJD1C","-0.3291786","0.191"
"A2780","JMJD1C","-0.1670175","0.199"
"A2780_CIS","JMJD1C","-0.1540391","0.311"
"MM_OVCAR432_Bast_1","JMJD1C","-1.018509","0.155"
"OV-1946","JMJD1C","-0.5053458","0.418"
"OV-90","JMJD1C","-0.1718182","0.439"
"OVCA1369_TR","JMJD1C","-0.6069067","0.664"
"OVCA433_Bast","JMJD1C","-1.191106","0.081"
"OVCA5","JMJD1C","-0.3595685","0.172"
"OVCA8","JMJD1C","-0.2916734","0.375"
"OVCAR-3","JMJD1C","-0.7175547","0.276"
"SK-OV-3","JMJD1C","-0.1775838","0.17"
"TOV-1946","JMJD1C","-0.5899969","0.183"
"TOV-2223G","JMJD1C","-0.08412404","0.658"
"TOV-3133G","JMJD1C","-0.02974952","0.823"
"AsPC-1","JMJD1C","-0.298151","0.111"
"BxPC-3","JMJD1C","-0.3516299","0.32"
"CFPAC-1","JMJD1C","-0.09838356","0.373"
"Capan-2","JMJD1C","-0.1570316","0.21"
"HPAC","JMJD1C","-0.2242071","0.051"
"HPAF-II","JMJD1C","-0.1500958","0.54"
"HPDE","JMJD1C","-0.06281262","0.955"
"Hs 766T","JMJD1C","-0.9180442","0.232"
"IMIM-PC-1","JMJD1C","-0.1010826","0.59"
"IMIM-PC-2","JMJD1C","-0.09797483","0.382"
"KP-3","JMJD1C","-0.3283481","0.138"
"KP-4","JMJD1C","-0.1120293","0.35"
"MIA PaCa-2","JMJD1C","-0.07499944","0.513"
"PANC-1","JMJD1C","-0.1581671","0.338"
"PL45","JMJD1C","-0.2829308","0.241"
"PaTu_8988S","JMJD1C","-0.1649649","0.179"
"PaTu_8988T","JMJD1C","-0.1415491","0.297"
"Panc 02.03","JMJD1C","-0.2971625","0.348"
"Panc 03.27","JMJD1C","-0.1141936","0.466"
"Panc 04.03","JMJD1C","-0.2675348","0.239"
"Panc 05.04","JMJD1C","-0.3860973","0.282"
"Panc 08.13","JMJD1C","-0.1193547","0.467"
"Panc 10.05","JMJD1C","-0.213522","0.272"
"RWP-1","JMJD1C","-0.1440049","0.454"
"SK-PC-1","JMJD1C","-0.1612397","0.427"
"SK-PC-3","JMJD1C","-0.3747632","0.506"
"SU.86.86","JMJD1C","-0.123448","0.333"
"SW1990","JMJD1C","-0.3009373","0.148"
"BT-20","JMJD4","-0.4412697","0.142"
"BT-474","JMJD4","-0.2208822","0.42"
"BT-549","JMJD4","-0.4199572","0.272"
"CAL-51","JMJD4","-0.3586803","0.056"
"CAMA-1","JMJD4","-0.481878","0.198"
"EFM-19","JMJD4","-0.109507","0.581"
"HCC1143","JMJD4","-0.7983723","0.099"
"HCC1187","JMJD4","-0.440815","0.208"
"HCC1395","JMJD4","-0.6501632","0.064"
"HCC1419","JMJD4","-0.3248015","0.184"
"HCC1428","JMJD4","-0.9913805","0.124"
"HCC1500","JMJD4","-0.3691457","0.164"
"HCC1806","JMJD4","-0.7146217","0.178"
"HCC1937","JMJD4","-0.12113","0.524"
"HCC1954","JMJD4","-0.2632551","0.254"
"HCC38","JMJD4","-0.7234609","0.028"
"Hs 578T","JMJD4","-0.2240136","0.113"
"KPL-1","JMJD4","-0.1233916","0.3"
"MCF7","JMJD4","-0.04245561","0.599"
"MDA-MB-157","JMJD4","-0.4946516","0.045"
"MDA-MB-231","JMJD4","-0.464848","0.107"
"MDA-MB-361","JMJD4","-0.3985698","0.151"
"MDA-MB-436","JMJD4","-0.243378","0.529"
"MDA-MB-453","JMJD4","-0.07140965","0.271"
"MDA-MB-468","JMJD4","-0.1351763","0.414"
"SK-BR-3","JMJD4","-0.6278042","0.111"
"SW527","JMJD4","-0.1493602","0.424"
"T-47D","JMJD4","-0.5210074","0.07"
"ZR-75-1","JMJD4","-0.6825024","0.045"
"609050M","JMJD4","-0.2490673","0.328"
"A2780","JMJD4","0.02425373","0.855"
"A2780_CIS","JMJD4","-0.2272819","0.167"
"MM_OVCAR432_Bast_1","JMJD4","-1.005851","0.163"
"OV-1946","JMJD4","-0.9273503","0.072"
"OV-90","JMJD4","-0.1628056","0.466"
"OVCA1369_TR","JMJD4","-2.522954","0.108"
"OVCA433_Bast","JMJD4","-0.2595184","0.873"
"OVCA5","JMJD4","-0.2739472","0.271"
"OVCA8","JMJD4","-0.2914408","0.377"
"OVCAR-3","JMJD4","-0.3098741","0.62"
"SK-OV-3","JMJD4","-0.1248398","0.295"
"TOV-1946","JMJD4","-0.7108243","0.077"
"TOV-2223G","JMJD4","-0.4910333","0.125"
"TOV-3133G","JMJD4","-0.1559128","0.367"
"AsPC-1","JMJD4","-0.0924715","0.677"
"BxPC-3","JMJD4","-0.4703355","0.165"
"CFPAC-1","JMJD4","-0.1196816","0.266"
"Capan-2","JMJD4","-0.0563853","0.595"
"HPAC","JMJD4","-0.1723849","0.133"
"HPAF-II","JMJD4","-0.3042867","0.159"
"HPDE","JMJD4","-3.885333","0.126"
"Hs 766T","JMJD4","-0.9003975","0.243"
"IMIM-PC-1","JMJD4","-0.1797958","0.217"
"IMIM-PC-2","JMJD4","-0.05782546","0.618"
"KP-3","JMJD4","-0.1709486","0.485"
"KP-4","JMJD4","-0.03431657","0.804"
"MIA PaCa-2","JMJD4","-0.1078009","0.336"
"PANC-1","JMJD4","-0.1512909","0.354"
"PL45","JMJD4","-0.3311609","0.152"
"PaTu_8988S","JMJD4","-0.0799872","0.475"
"PaTu_8988T","JMJD4","-0.07461707","0.667"
"Panc 02.03","JMJD4","-0.2229763","0.524"
"Panc 03.27","JMJD4","-0.232927","0.151"
"Panc 04.03","JMJD4","-0.3107982","0.154"
"Panc 05.04","JMJD4","-0.4230507","0.217"
"Panc 08.13","JMJD4","-0.1755334","0.265"
"Panc 10.05","JMJD4","-0.281003","0.155"
"RWP-1","JMJD4","-0.2300477","0.264"
"SK-PC-1","JMJD4","-0.2770348","0.129"
"SK-PC-3","JMJD4","-0.487976","0.332"
"SU.86.86","JMJD4","-0.04685945","0.642"
"SW1990","JMJD4","-0.1489088","0.577"
"BT-20","JMJD6","-0.7890186","0.016"
"BT-474","JMJD6","-0.3081026","0.263"
"BT-549","JMJD6","-0.779116","0.041"
"CAL-51","JMJD6","-0.3420141","0.063"
"CAMA-1","JMJD6","-0.1975693","0.708"
"EFM-19","JMJD6","-0.1989624","0.299"
"HCC1143","JMJD6","-0.5607518","0.246"
"HCC1187","JMJD6","-0.4450517","0.205"
"HCC1395","JMJD6","-0.4873841","0.184"
"HCC1419","JMJD6","-0.5431134","0.034"
"HCC1428","JMJD6","-1.764741","0.003"
"HCC1500","JMJD6","-0.5126663","0.056"
"HCC1806","JMJD6","-0.2877868","0.7"
"HCC1937","JMJD6","-0.2745527","0.23"
"HCC1954","JMJD6","-0.1954562","0.374"
"HCC38","JMJD6","-0.2507284","0.475"
"Hs 578T","JMJD6","-0.1688645","0.19"
"KPL-1","JMJD6","-0.1343638","0.254"
"MCF7","JMJD6","-0.07660187","0.377"
"MDA-MB-157","JMJD6","-0.1519619","0.521"
"MDA-MB-231","JMJD6","-0.9228484","0.014"
"MDA-MB-361","JMJD6","-0.4720493","0.094"
"MDA-MB-436","JMJD6","-0.3993552","0.244"
"MDA-MB-453","JMJD6","-0.05543341","0.31"
"MDA-MB-468","JMJD6","-0.2916555","0.146"
"SK-BR-3","JMJD6","-0.8068776","0.036"
"SW527","JMJD6","-0.2566043","0.148"
"T-47D","JMJD6","-0.3207753","0.309"
"ZR-75-1","JMJD6","-0.684226","0.045"
"609050M","JMJD6","-0.4464441","0.085"
"A2780","JMJD6","-0.1489554","0.226"
"A2780_CIS","JMJD6","-0.1731905","0.275"
"MM_OVCAR432_Bast_1","JMJD6","-0.8202851","0.277"
"OV-1946","JMJD6","-1.563105","0.001"
"OV-90","JMJD6","-0.1762981","0.422"
"OVCA1369_TR","JMJD6","-4.504081","0.012"
"OVCA433_Bast","JMJD6","-0.4663906","0.645"
"OVCA5","JMJD6","-0.264662","0.283"
"OVCA8","JMJD6","-0.5319691","0.08"
"OVCAR-3","JMJD6","-0.551914","0.388"
"SK-OV-3","JMJD6","-0.1846076","0.159"
"TOV-1946","JMJD6","-0.5941232","0.178"
"TOV-2223G","JMJD6","-0.9456434","0.015"
"TOV-3133G","JMJD6","-0.3783963","0.09"
"AsPC-1","JMJD6","-0.4538399","0.016"
"BxPC-3","JMJD6","-0.270344","0.48"
"CFPAC-1","JMJD6","-0.0706352","0.533"
"Capan-2","JMJD6","-0.2935722","0.061"
"HPAC","JMJD6","-0.0853674","0.432"
"HPAF-II","JMJD6","-0.4924258","0.025"
"HPDE","JMJD6","-3.798986","0.134"
"Hs 766T","JMJD6","-1.186987","0.054"
"IMIM-PC-1","JMJD6","-0.3860524","0.023"
"IMIM-PC-2","JMJD6","-0.2652406","0.039"
"KP-3","JMJD6","-0.3200358","0.147"
"KP-4","JMJD6","-0.1655003","0.159"
"MIA PaCa-2","JMJD6","-0.1083734","0.333"
"PANC-1","JMJD6","-0.2287172","0.129"
"PL45","JMJD6","-0.4775386","0.017"
"PaTu_8988S","JMJD6","-0.1076785","0.353"
"PaTu_8988T","JMJD6","-0.218747","0.115"
"Panc 02.03","JMJD6","-0.4153955","0.152"
"Panc 03.27","JMJD6","-0.2515491","0.13"
"Panc 04.03","JMJD6","-0.543811","0.01"
"Panc 05.04","JMJD6","-0.4816992","0.14"
"Panc 08.13","JMJD6","-0.2044694","0.196"
"Panc 10.05","JMJD6","-0.2333259","0.235"
"RWP-1","JMJD6","-0.6633809","0.013"
"SK-PC-1","JMJD6","-0.1799809","0.36"
"SK-PC-3","JMJD6","-0.5010808","0.311"
"SU.86.86","JMJD6","-0.2993494","0.055"
"SW1990","JMJD6","-0.2910381","0.161"
"BT-20","JMJD7","-0.2839021","0.345"
"BT-474","JMJD7","-0.1699517","0.532"
"BT-549","JMJD7","-0.2942621","0.46"
"CAL-51","JMJD7","-0.1309039","0.542"
"CAMA-1","JMJD7","-0.2936686","0.477"
"EFM-19","JMJD7","-0.1249667","0.537"
"HCC1143","JMJD7","-0.3264382","0.516"
"HCC1187","JMJD7","-0.2714483","0.49"
"HCC1395","JMJD7","-0.4143154","0.26"
"HCC1419","JMJD7","-0.2562003","0.293"
"HCC1428","JMJD7","-0.102819","0.895"
"HCC1500","JMJD7","-0.2643976","0.304"
"HCC1806","JMJD7","-0.656007","0.221"
"HCC1937","JMJD7","-0.3459868","0.139"
"HCC1954","JMJD7","-0.3367819","0.143"
"HCC38","JMJD7","-0.2198931","0.542"
"Hs 578T","JMJD7","0.00516127","0.907"
"KPL-1","JMJD7","-0.16925","0.155"
"MCF7","JMJD7","-0.09898372","0.261"
"MDA-MB-157","JMJD7","-0.165115","0.474"
"MDA-MB-231","JMJD7","0.002472482","0.907"
"MDA-MB-361","JMJD7","-0.01840621","0.944"
"MDA-MB-436","JMJD7","-0.277005","0.442"
"MDA-MB-453","JMJD7","-0.08454363","0.226"
"MDA-MB-468","JMJD7","-0.3318533","0.107"
"SK-BR-3","JMJD7","-0.2565957","0.562"
"SW527","JMJD7","-0.1282286","0.484"
"T-47D","JMJD7","-0.2997886","0.343"
"ZR-75-1","JMJD7","-0.1665633","0.715"
"609050M","JMJD7","-0.1984199","0.442"
"A2780","JMJD7","-0.04345004","0.567"
"A2780_CIS","JMJD7","-0.05484539","0.66"
"MM_OVCAR432_Bast_1","JMJD7","-0.2689607","0.844"
"OV-1946","JMJD7","-0.278534","0.75"
"OV-90","JMJD7","-0.1448562","0.515"
"OVCA1369_TR","JMJD7","-1.022393","0.472"
"OVCA433_Bast","JMJD7","-0.7351033","0.38"
"OVCA5","JMJD7","-0.06010779","0.848"
"OVCA8","JMJD7","-0.3697114","0.247"
"OVCAR-3","JMJD7","-0.566443","0.376"
"SK-OV-3","JMJD7","-0.2168886","0.118"
"TOV-1946","JMJD7","-0.2811724","0.625"
"TOV-2223G","JMJD7","-0.1041339","0.605"
"TOV-3133G","JMJD7","-0.2088658","0.253"
"AsPC-1","JMJD7","-0.2011031","0.302"
"BxPC-3","JMJD7","-0.2189733","0.559"
"CFPAC-1","JMJD7","-0.1069748","0.327"
"Capan-2","JMJD7","-0.07519841","0.49"
"HPAC","JMJD7","-0.1187702","0.278"
"HPAF-II","JMJD7","-0.08532015","0.767"
"HPDE","JMJD7","-6.742818","0.013"
"Hs 766T","JMJD7","-0.5463013","0.689"
"IMIM-PC-1","JMJD7","-0.08814771","0.67"
"IMIM-PC-2","JMJD7","-0.0486655","0.693"
"KP-3","JMJD7","-0.2419837","0.296"
"KP-4","JMJD7","-0.08941294","0.457"
"MIA PaCa-2","JMJD7","-0.1068369","0.344"
"PANC-1","JMJD7","-0.04785854","0.863"
"PL45","JMJD7","-0.108102","0.764"
"PaTu_8988S","JMJD7","-0.09177902","0.419"
"PaTu_8988T","JMJD7","-0.1141879","0.414"
"Panc 02.03","JMJD7","-0.382131","0.185"
"Panc 03.27","JMJD7","-0.1260478","0.435"
"Panc 04.03","JMJD7","-0.1363954","0.643"
"Panc 05.04","JMJD7","-0.1284833","0.878"
"Panc 08.13","JMJD7","-0.4706412","0.026"
"Panc 10.05","JMJD7","-0.1510794","0.442"
"RWP-1","JMJD7","-0.08917784","0.61"
"SK-PC-1","JMJD7","-0.1024252","0.65"
"SK-PC-3","JMJD7","-0.2408361","0.786"
"SU.86.86","JMJD7","-0.1685009","0.225"
"SW1990","JMJD7","-0.1217036","0.68"
"BT-20","KAT2A","-0.150893","0.627"
"BT-474","KAT2A","-0.2003654","0.459"
"BT-549","KAT2A","-0.2795931","0.484"
"CAL-51","KAT2A","-0.07189482","0.861"
"CAMA-1","KAT2A","-0.2425465","0.596"
"EFM-19","KAT2A","-0.2434765","0.198"
"HCC1143","KAT2A","-0.5710595","0.237"
"HCC1187","KAT2A","-0.4658499","0.188"
"HCC1395","KAT2A","-0.3134883","0.416"
"HCC1419","KAT2A","-0.3819718","0.126"
"HCC1428","KAT2A","-0.5135315","0.409"
"HCC1500","KAT2A","-0.242221","0.35"
"HCC1806","KAT2A","-0.2382727","0.762"
"HCC1937","KAT2A","-0.01866324","0.838"
"HCC1954","KAT2A","-0.318931","0.167"
"HCC38","KAT2A","-0.2253953","0.539"
"Hs 578T","KAT2A","-0.03706715","0.721"
"KPL-1","KAT2A","-0.1668546","0.159"
"MCF7","KAT2A","-0.1728475","0.111"
"MDA-MB-157","KAT2A","-0.1515526","0.523"
"MDA-MB-231","KAT2A","-0.5770099","0.061"
"MDA-MB-361","KAT2A","-0.2723237","0.345"
"MDA-MB-436","KAT2A","-0.4308981","0.214"
"MDA-MB-453","KAT2A","-0.01586568","0.541"
"MDA-MB-468","KAT2A","-0.2148235","0.236"
"SK-BR-3","KAT2A","-0.3161444","0.463"
"SW527","KAT2A","-0.120106","0.505"
"T-47D","KAT2A","-0.1623098","0.66"
"ZR-75-1","KAT2A","-0.3848419","0.266"
"609050M","KAT2A","-0.2972725","0.24"
"A2780","KAT2A","0.01611964","0.827"
"A2780_CIS","KAT2A","-0.1831236","0.246"
"MM_OVCAR432_Bast_1","KAT2A","-0.1739726","0.911"
"OV-1946","KAT2A","-0.3668439","0.605"
"OV-90","KAT2A","-0.2463014","0.289"
"OVCA1369_TR","KAT2A","-0.4218237","0.794"
"OVCA433_Bast","KAT2A","-0.5264605","0.599"
"OVCA5","KAT2A","-0.3052091","0.227"
"OVCA8","KAT2A","-0.08732937","0.814"
"OVCAR-3","KAT2A","-0.1817156","0.783"
"SK-OV-3","KAT2A","-0.4637812","0.007"
"TOV-1946","KAT2A","-0.1360772","0.859"
"TOV-2223G","KAT2A","-0.07350357","0.683"
"TOV-3133G","KAT2A","-0.04856273","0.739"
"AsPC-1","KAT2A","-0.2092166","0.281"
"BxPC-3","KAT2A","-0.287418","0.447"
"CFPAC-1","KAT2A","-0.07074169","0.533"
"Capan-2","KAT2A","-0.1687463","0.188"
"HPAC","KAT2A","-0.07820485","0.482"
"HPAF-II","KAT2A","-0.2692937","0.209"
"HPDE","KAT2A","-6.448557","0.02"
"Hs 766T","KAT2A","-0.2196098","0.979"
"IMIM-PC-1","KAT2A","-0.2063066","0.168"
"IMIM-PC-2","KAT2A","-0.1546469","0.172"
"KP-3","KAT2A","-0.3287776","0.138"
"KP-4","KAT2A","-0.09557776","0.429"
"MIA PaCa-2","KAT2A","-0.140587","0.214"
"PANC-1","KAT2A","-0.1706251","0.3"
"PL45","KAT2A","-0.1262882","0.696"
"PaTu_8988S","KAT2A","-0.121022","0.3"
"PaTu_8988T","KAT2A","-0.0619304","0.738"
"Panc 02.03","KAT2A","-0.2113216","0.576"
"Panc 03.27","KAT2A","-0.2255688","0.162"
"Panc 04.03","KAT2A","-0.3614221","0.09"
"Panc 05.04","KAT2A","-0.2578132","0.585"
"Panc 08.13","KAT2A","-0.2362684","0.131"
"Panc 10.05","KAT2A","-0.08810958","0.661"
"RWP-1","KAT2A","-0.00490706","0.887"
"SK-PC-1","KAT2A","-0.08187067","0.741"
"SK-PC-3","KAT2A","-0.4870289","0.332"
"SU.86.86","KAT2A","-0.2824247","0.063"
"SW1990","KAT2A","-0.33114","0.105"
"BT-20","KAT2B","-0.6597728","0.035"
"BT-474","KAT2B","-0.6451409","0.025"
"BT-549","KAT2B","-0.5527014","0.131"
"CAL-51","KAT2B","-0.2144306","0.212"
"CAMA-1","KAT2B","-0.6659304","0.068"
"EFM-19","KAT2B","-0.07756478","0.69"
"HCC1143","KAT2B","-0.8204177","0.09"
"HCC1187","KAT2B","-0.4605427","0.195"
"HCC1395","KAT2B","-0.5066092","0.165"
"HCC1419","KAT2B","-0.09201963","0.763"
"HCC1428","KAT2B","-1.299619","0.031"
"HCC1500","KAT2B","-0.5108129","0.058"
"HCC1806","KAT2B","-0.6084508","0.264"
"HCC1937","KAT2B","-0.1373452","0.483"
"HCC1954","KAT2B","-0.3007305","0.19"
"HCC38","KAT2B","-0.4490116","0.174"
"Hs 578T","KAT2B","-0.1911067","0.149"
"KPL-1","KAT2B","-0.1320993","0.267"
"MCF7","KAT2B","-0.1515273","0.136"
"MDA-MB-157","KAT2B","-0.405896","0.084"
"MDA-MB-231","KAT2B","-0.5463322","0.071"
"MDA-MB-361","KAT2B","-0.370529","0.179"
"MDA-MB-436","KAT2B","-0.1971605","0.652"
"MDA-MB-453","KAT2B","-0.2778378","0.031"
"MDA-MB-468","KAT2B","-0.2023123","0.25"
"SK-BR-3","KAT2B","-0.3453013","0.417"
"SW527","KAT2B","-0.09500998","0.604"
"T-47D","KAT2B","-0.4544785","0.133"
"ZR-75-1","KAT2B","-0.4023038","0.239"
"609050M","KAT2B","-0.219798","0.392"
"A2780","KAT2B","-0.3460699","0.042"
"A2780_CIS","KAT2B","-0.4826999","0.024"
"MM_OVCAR432_Bast_1","KAT2B","-0.5775729","0.517"
"OV-1946","KAT2B","-0.560607","0.342"
"OV-90","KAT2B","-0.1944396","0.386"
"OVCA1369_TR","KAT2B","-0.3659956","0.827"
"OVCA433_Bast","KAT2B","-0.7018675","0.406"
"OVCA5","KAT2B","-0.5799769","0.043"
"OVCA8","KAT2B","-0.4945261","0.11"
"OVCAR-3","KAT2B","-0.4958345","0.433"
"SK-OV-3","KAT2B","-0.121989","0.3"
"TOV-1946","KAT2B","-0.5245287","0.251"
"TOV-2223G","KAT2B","-0.1620371","0.481"
"TOV-3133G","KAT2B","-0.05549096","0.708"
"AsPC-1","KAT2B","-0.2470649","0.192"
"BxPC-3","KAT2B","-0.6472155","0.053"
"CFPAC-1","KAT2B","-0.1671444","0.135"
"Capan-2","KAT2B","-0.148677","0.228"
"HPAC","KAT2B","-0.05496933","0.627"
"HPAF-II","KAT2B","-0.3982882","0.072"
"HPDE","KAT2B","-2.351979","0.364"
"Hs 766T","KAT2B","-0.9637195","0.177"
"IMIM-PC-1","KAT2B","-0.1438713","0.34"
"IMIM-PC-2","KAT2B","-0.1323644","0.232"
"KP-3","KAT2B","-0.3236779","0.141"
"KP-4","KAT2B","-0.259025","0.034"
"MIA PaCa-2","KAT2B","-0.2352393","0.052"
"PANC-1","KAT2B","-0.2229346","0.144"
"PL45","KAT2B","-0.07761933","0.86"
"PaTu_8988S","KAT2B","-0.1023083","0.371"
"PaTu_8988T","KAT2B","-0.1097178","0.437"
"Panc 02.03","KAT2B","-0.5175958","0.064"
"Panc 03.27","KAT2B","-0.05023149","0.755"
"Panc 04.03","KAT2B","-0.3312089","0.128"
"Panc 05.04","KAT2B","-0.4516773","0.177"
"Panc 08.13","KAT2B","-0.03906112","0.837"
"Panc 10.05","KAT2B","-0.3159547","0.119"
"RWP-1","KAT2B","-0.5287284","0.034"
"SK-PC-1","KAT2B","-0.07926457","0.754"
"SK-PC-3","KAT2B","-0.7772531","0.06"
"SU.86.86","KAT2B","-0.02900055","0.724"
"SW1990","KAT2B","-0.373517","0.065"
"BT-20","KAT5","-0.280759","0.347"
"BT-474","KAT5","-0.266773","0.325"
"BT-549","KAT5","-0.4093943","0.287"
"CAL-51","KAT5","-0.3513334","0.058"
"CAMA-1","KAT5","-0.1446492","0.824"
"EFM-19","KAT5","-0.008070455","0.912"
"HCC1143","KAT5","-0.2120744","0.713"
"HCC1187","KAT5","-0.117772","0.846"
"HCC1395","KAT5","-0.1992757","0.651"
"HCC1419","KAT5","-0.2319233","0.349"
"HCC1428","KAT5","-0.3389293","0.58"
"HCC1500","KAT5","-0.4081762","0.129"
"HCC1806","KAT5","-0.2508195","0.746"
"HCC1937","KAT5","-0.2677923","0.236"
"HCC1954","KAT5","-0.2364199","0.293"
"HCC38","KAT5","-0.1676416","0.67"
"Hs 578T","KAT5","-0.06981413","0.529"
"KPL-1","KAT5","-0.09139826","0.482"
"MCF7","KAT5","-0.03335576","0.657"
"MDA-MB-157","KAT5","-0.03851884","0.893"
"MDA-MB-231","KAT5","-0.3704564","0.195"
"MDA-MB-361","KAT5","-0.195692","0.511"
"MDA-MB-436","KAT5","-0.085402","0.961"
"MDA-MB-453","KAT5","0.005983317","0.748"
"MDA-MB-468","KAT5","-0.05523472","0.699"
"SK-BR-3","KAT5","-0.2328144","0.604"
"SW527","KAT5","-0.1345206","0.465"
"T-47D","KAT5","-0.4863809","0.095"
"ZR-75-1","KAT5","-0.190183","0.654"
"609050M","KAT5","-0.241904","0.339"
"A2780","KAT5","-0.06319538","0.484"
"A2780_CIS","KAT5","-0.03833301","0.73"
"MM_OVCAR432_Bast_1","KAT5","-0.6415595","0.448"
"OV-1946","KAT5","-0.4740328","0.46"
"OV-90","KAT5","-0.2394531","0.3"
"OVCA1369_TR","KAT5","-1.072283","0.457"
"OVCA433_Bast","KAT5","-0.9836861","0.18"
"OVCA5","KAT5","-0.2835574","0.263"
"OVCA8","KAT5","-0.2050401","0.546"
"OVCAR-3","KAT5","-0.6005895","0.354"
"SK-OV-3","KAT5","-0.0368443","0.701"
"TOV-1946","KAT5","-0.4614514","0.336"
"TOV-2223G","KAT5","-0.001506538","0.853"
"TOV-3133G","KAT5","0.004957084","0.946"
"AsPC-1","KAT5","-0.146359","0.468"
"BxPC-3","KAT5","-0.2352314","0.532"
"CFPAC-1","KAT5","-0.03845986","0.758"
"Capan-2","KAT5","-0.06346288","0.552"
"HPAC","KAT5","-0.1544648","0.166"
"HPAF-II","KAT5","-0.3587722","0.106"
"HPDE","KAT5","-1.176777","0.699"
"Hs 766T","KAT5","-0.4649273","0.782"
"IMIM-PC-1","KAT5","-0.1157272","0.507"
"IMIM-PC-2","KAT5","-0.1164989","0.293"
"KP-3","KAT5","-0.2073039","0.384"
"KP-4","KAT5","-0.224226","0.06"
"MIA PaCa-2","KAT5","-0.2304161","0.055"
"PANC-1","KAT5","-0.16428","0.32"
"PL45","KAT5","-0.2030917","0.445"
"PaTu_8988S","KAT5","-0.2209212","0.089"
"PaTu_8988T","KAT5","-0.2080269","0.131"
"Panc 02.03","KAT5","-0.2518496","0.444"
"Panc 03.27","KAT5","-0.2223729","0.169"
"Panc 04.03","KAT5","-0.2454036","0.299"
"Panc 05.04","KAT5","-0.2883078","0.501"
"Panc 08.13","KAT5","-0.2481027","0.123"
"Panc 10.05","KAT5","-0.2168432","0.265"
"RWP-1","KAT5","-0.1957592","0.322"
"SK-PC-1","KAT5","-0.1430104","0.51"
"SK-PC-3","KAT5","-0.4983131","0.315"
"SU.86.86","KAT5","-0.1865041","0.183"
"SW1990","KAT5","-0.08310974","0.831"
"BT-20","KDM1A","-0.1879424","0.541"
"BT-474","KDM1A","-0.4991768","0.083"
"BT-549","KDM1A","-0.1353648","0.811"
"CAL-51","KDM1A","-0.1508409","0.45"
"CAMA-1","KDM1A","-0.553203","0.125"
"EFM-19","KDM1A","-0.3106103","0.106"
"HCC1143","KDM1A","-0.956596","0.034"
"HCC1187","KDM1A","-0.2373098","0.562"
"HCC1395","KDM1A","-0.2354594","0.574"
"HCC1419","KDM1A","-0.3590166","0.152"
"HCC1428","KDM1A","-0.2941922","0.638"
"HCC1500","KDM1A","-0.2367504","0.363"
"HCC1806","KDM1A","-0.06346103","0.95"
"HCC1937","KDM1A","-0.0424455","0.76"
"HCC1954","KDM1A","-0.3582943","0.129"
"HCC38","KDM1A","-0.04683845","0.934"
"Hs 578T","KDM1A","-0.07063906","0.523"
"KPL-1","KDM1A","-0.2023632","0.099"
"MCF7","KDM1A","-0.2540324","0.041"
"MDA-MB-157","KDM1A","-0.004101144","0.968"
"MDA-MB-231","KDM1A","-0.02950414","0.841"
"MDA-MB-361","KDM1A","-0.4696251","0.096"
"MDA-MB-436","KDM1A","-0.1029477","0.93"
"MDA-MB-453","KDM1A","-0.08941702","0.215"
"MDA-MB-468","KDM1A","-0.05332791","0.708"
"SK-BR-3","KDM1A","-0.358786","0.392"
"SW527","KDM1A","-0.1165293","0.519"
"T-47D","KDM1A","-0.2078483","0.55"
"ZR-75-1","KDM1A","-0.3847383","0.266"
"609050M","KDM1A","-0.06758422","0.875"
"A2780","KDM1A","-0.008856108","0.716"
"A2780_CIS","KDM1A","-0.1120272","0.429"
