"gene","cell","tissue","exp","cnv"
"HDAC4","HS578T","BREAST","5.5771","0.0478"
"HDAC4","HS600T","SKIN","5.7838","0.0014"
"HDAC4","HS604T","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.8904","0.00434"
"HDAC4","HS606T","BREAST","6.0586","0.001021"
"HDAC4","HS611T","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.7339","-0.0359"
"HDAC4","HS616T","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.7537","0.01449"
"HDAC4","HS618T","LUNG","5.5464","0.0207"
"HDAC4","HS675T","LARGE INTESTINE","6.466","0.01"
"HDAC4","HS683","CENTRAL NERVOUS SYSTEM","5.8475","-0.0827"
"HDAC4","HS695T","SKIN","5.7587","-1.206"
"HDAC4","HS698T","LARGE INTESTINE","5.8347","0.0016"
"HDAC4","HS706T","BONE","5.4599","-1.499"
"HDAC4","HS729","SOFT TISSUE","5.1401","-0.8407"
"HDAC4","HS737T","BONE","5.5633","-0.0018"
"HDAC4","HS739T","BREAST","5.4642","0.0254"
"HDAC4","HS742T","BREAST","5.7982","0.01841"
"HDAC4","HS746T","STOMACH","4.8821","-0.2909"
"HDAC4","HS751T","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.5678","0.0112"
"HDAC4","HS766T","PANCREAS","5.4854","-0.1672"
"HDAC4","HS819T","BONE","5.6037","-0.007"
"HDAC4","HS821T","BONE","5.7052","0.02082"
"HDAC4","HS822T","BONE","5.534","0.0084"
"HDAC4","HS839T","SKIN","5.5905","0.0013"
"HDAC4","HS840T","UPPER AERODIGESTIVE TRACT","5.7263","0.0435"
"HDAC4","HS852T","SKIN","6.1353","-1.016"
"HDAC4","HS863T","BONE","5.8772","0.007404"
"HDAC4","HS870T","BONE","5.5203","-0.0122"
"HDAC4","HS888T","BONE","5.7713","0.0234"
"HDAC4","HS895T","SKIN","5.5408","2e-04"
"HDAC4","HS934T","SKIN","5.7753","0.006393"
"HDAC4","HS936T","SKIN","7.0513","-1.744"
"HDAC4","HS939T","SKIN","6.6065","0.1735"
"HDAC4","HS940T","SKIN","5.5045","-0.0191"
"HDAC4","HS944T","SKIN","6.0534","0.1724"
"HDAC4","HSC2","UPPER AERODIGESTIVE TRACT","4.6831","-0.1681"
"HDAC4","HSC3","UPPER AERODIGESTIVE TRACT","5.0499","-0.3475"
"HDAC4","HSC4","UPPER AERODIGESTIVE TRACT","5.198","-0.2668"
"HDAC4","HT1080","SOFT TISSUE","5.4879","-2e-04"
"HDAC4","HT115","LARGE INTESTINE","6.0219","0.0303"
"HDAC4","HT1197","URINARY TRACT","5.1874","-0.1085"
"HDAC4","HT1376","URINARY TRACT","5.067","-0.3925"
"HDAC4","HT144","SKIN","6.3912","0.0319"
"HDAC4","HT29","LARGE INTESTINE","5.9398","-0.01658"
"HDAC4","HT55","LARGE INTESTINE","7.8599","0.2391"
"HDAC4","HT","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.4229","0.0973"
"HDAC4","HUCCT1","BILIARY TRACT","5.066","-0.04028"
"HDAC4","HUG1N","STOMACH","6.2767","0.1647"
"HDAC4","HUH1","LIVER","6.1041","0.0262"
"HDAC4","HUH28","BILIARY TRACT","5.8926","-0.1559"
"HDAC4","HUH6","LIVER","6.0773","0.0442"
"HDAC4","HUH7","LIVER","5.4995","-0.1373"
"HDAC4","HUNS1","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.5279","-0.0088"
"HDAC4","HUPT3","PANCREAS","5.7778","0.1894"
"HDAC4","HUPT4","PANCREAS","5.2217","-0.6003"
"HDAC4","HUT102","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.2518","-3.3e-05"
"HDAC4","HUT78","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.1658","0.04525"
"HDAC4","HUTU80","SMALL INTESTINE","6.1847","0.0388"
"HDAC4","IALM","LUNG","5.5396","-0.2063"
"HDAC4","IGR1","SKIN","7.5149","-0.0508"
"HDAC4","IGR37","SKIN","6.8811","-0.8185"
"HDAC4","IGR39","SKIN","5.3077","-1.514"
"HDAC4","IGROV1","OVARY","5.2711","0.01712"
"HDAC4","IM95","STOMACH","6.0699","-0.0267"
"HDAC4","IMR32","AUTONOMIC GANGLIA","6.2938","-0.0948"
"HDAC4","IPC298","SKIN","6.6235","0.01778"
"HDAC4","ISTMES1","PLEURA","6.0765","0.2785"
"HDAC4","ISTMES2","PLEURA","6.2835","0.1664"
"HDAC4","J82","URINARY TRACT","5.007","-0.6084"
"HDAC4","JEKO1","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.3477","-0.3059"
"HDAC4","JHH1","LIVER","4.9999","-0.0778"
"HDAC4","JHH2","LIVER","6.0301","0.246"
"HDAC4","JHH4","LIVER","5.2828","0.1685"
"HDAC4","JHH5","LIVER","5.7607","0.0603"
"HDAC4","JHH6","LIVER","6.8844","-0.07985"
"HDAC4","JHH7","LIVER","5.9505","-0.0867"
"HDAC4","JHOC5","OVARY","4.7799","-0.2843"
"HDAC4","JHOM1","OVARY","6.3164","0.1947"
"HDAC4","JHOM2B","OVARY","6.2552","0.003"
"HDAC4","JHOS2","OVARY","4.9911","-0.8775"
"HDAC4","JHOS4","OVARY","5.1575","-0.6914"
"HDAC4","JHUEM1","ENDOMETRIUM","5.7529","0.025"
"HDAC4","JHUEM2","ENDOMETRIUM","6.6227","0.3785"
"HDAC4","JHUEM3","ENDOMETRIUM","5.9392","-0.0608"
"HDAC4","JIMT1","BREAST","5.3208","-0.3725"
"HDAC4","JK1","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.6579","-0.0333"
"HDAC4","JL1","PLEURA","6.9048","0.5782"
"HDAC4","JM1","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.2937","-0.201"
"HDAC4","JMSU1","URINARY TRACT","6.5277","-0.1027"
"HDAC4","JURKAT","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.0667","-0.0469"
"HDAC4","JURLMK1","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.061","0.04837"
"HDAC4","JVM2","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.6831","-0.0221"
"HDAC4","JVM3","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.5136","-0.3329"
"HDAC4","K029AX","SKIN","7.1924","0.1157"
"HDAC4","K562","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.9557","-0.4252"
"HDAC4","KALS1","CENTRAL NERVOUS SYSTEM","5.427","-0.4355"
"HDAC4","KARPAS299","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.4618","0.1052"
"HDAC4","KARPAS620","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.7894","-1.069"
"HDAC4","KASUMI1","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.4642","-0.9183"
"HDAC4","KASUMI2","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.2967","0.0089"
"HDAC4","KASUMI6","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.3356","-0.0679"
"HDAC4","KATOIII","STOMACH","5.5681","-0.7914"
"HDAC4","KCIMOH1","PANCREAS","5.0083","-0.3696"
"HDAC4","KCL22","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.9534","-0.1316"
"HDAC4","KE37","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.1761","-0.0076"
"HDAC4","KE39","STOMACH","7.6908","1.2"
"HDAC4","KE97","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.7102","-0.0648"
"HDAC4","KELLY","AUTONOMIC GANGLIA","5.96","0.008535"
"HDAC4","KG1C","CENTRAL NERVOUS SYSTEM","5.1567","-0.2807"
"HDAC4","KG1","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.0281","0.0186"
"HDAC4","KHM1B","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.4759","-1.505"
"HDAC4","KIJK","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.8797","0.171"
"HDAC4","KLE","ENDOMETRIUM","5.8282","0.1729"
"HDAC4","KM12","LARGE INTESTINE","5.6887","0.0206"
"HDAC4","KMBC2","URINARY TRACT","6.053","-0.07466"
"HDAC4","KMH2","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.9102","-0.0095"
"HDAC4","KMM1","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.1013","0.2637"
"HDAC4","KMRC1","KIDNEY","5.0337","0.2389"
"HDAC4","KMRC20","KIDNEY","6.3358","0.07411"
"HDAC4","KMRC2","KIDNEY","5.262","0.0374"
"HDAC4","KMRC3","KIDNEY","4.7228","0.0531"
"HDAC4","KMS11","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.3542","-0.0103"
"HDAC4","KMS12BM","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.6061","-0.1077"
"HDAC4","KMS18","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.3083","-0.1328"
"HDAC4","KMS20","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.7491","0.1241"
"HDAC4","KMS21BM","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.6938","-0.0967"
"HDAC4","KMS26","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.0283","-0.2471"
"HDAC4","KMS27","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.3782","-0.0533"
"HDAC4","KMS28BM","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.248","-1.005"
"HDAC4","KMS34","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.7088","-0.1714"
"HDAC4","KNS42","CENTRAL NERVOUS SYSTEM","7.9439","0.3615"
"HDAC4","KNS60","CENTRAL NERVOUS SYSTEM","5.632","-0.08438"
"HDAC4","KNS62","LUNG","5.151","-0.2515"
"HDAC4","KNS81","CENTRAL NERVOUS SYSTEM","5.5077","0.1072"
"HDAC4","KO52","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.6375","-0.0444"
"HDAC4","KOPN8","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.8021","-0.0395"
"HDAC4","KP2","PANCREAS","6.1755","0.1341"
"HDAC4","KP3","PANCREAS","5.4575","0.08579"
"HDAC4","KP4","PANCREAS","6.3101","0.1985"
"HDAC4","KPL1","BREAST","5.8321","-0.1784"
"HDAC4","KPNRTBM1","AUTONOMIC GANGLIA","6.9644","0.0291"
"HDAC4","KPNSI9S","AUTONOMIC GANGLIA","6.2301","0.4458"
"HDAC4","KPNYN","AUTONOMIC GANGLIA","6.5249","0.04218"
"HDAC4","KS1","CENTRAL NERVOUS SYSTEM","6.2361","0.174"
"HDAC4","KU1919","URINARY TRACT","5.2318","-0.0631"
"HDAC4","KU812","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.6968","-0.2572"
"HDAC4","KYM1","SOFT TISSUE","6.0712","-0.0017"
"HDAC4","KYO1","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.2148","0.0214"
"HDAC4","KYSE140","OESOPHAGUS","6.1955","-0.256"
"HDAC4","KYSE150","OESOPHAGUS","5.2599","0.0072"
"HDAC4","KYSE180","OESOPHAGUS","5.4093","-0.2779"
"HDAC4","KYSE270","OESOPHAGUS","5.5351","-0.5221"
"HDAC4","KYSE30","OESOPHAGUS","5.201","-0.055"
"HDAC4","KYSE410","OESOPHAGUS","5.7144","-0.0777"
"HDAC4","KYSE450","OESOPHAGUS","6.2492","-0.1737"
"HDAC4","KYSE510","OESOPHAGUS","5.652","0.1418"
"HDAC4","KYSE520","OESOPHAGUS","6.3282","0.2212"
"HDAC4","KYSE70","OESOPHAGUS","6.5818","-0.3427"
"HDAC4","L1236","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.3834","-0.457"
"HDAC4","L33","PANCREAS","6.1466","-0.07353"
"HDAC4","L363","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.4437","-0.06791"
"HDAC4","L428","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.5792","0.4056"
"HDAC4","L540","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.4949","-0.0076"
"HDAC4","LAMA84","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.8434","-0.608"
"HDAC4","LCLC103H","LUNG","4.6902","0.0307"
"HDAC4","LCLC97TM1","LUNG","6.0092","0.08614"
"HDAC4","LI7","LIVER","6.2252","-0.3141"
"HDAC4","LK2","LUNG","8.2783","0.1781"
"HDAC4","LMSU","STOMACH","5.038","0.6877"
"HDAC4","LN18","CENTRAL NERVOUS SYSTEM","4.4724","-0.1406"
"HDAC4","LN229","CENTRAL NERVOUS SYSTEM","6.7381","0.0835"
"HDAC4","LNCAPCLONEFGC","PROSTATE","5.4516","-0.2154"
"HDAC4","LOUCY","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.2282","-0.004856"
"HDAC4","LOUNH91","LUNG","5.5807","-0.05003"
"HDAC4","LOVO","LARGE INTESTINE","5.7051","-0.09488"
"HDAC4","LOXIMVI","SKIN","5.1316","-0.2272"
"HDAC4","LP1","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.2844","0.1883"
"HDAC4","LS1034","LARGE INTESTINE","6.9011","-0.002"
"HDAC4","LS123","LARGE INTESTINE","5.7517","-0.3139"
"HDAC4","LS180","LARGE INTESTINE","6.2944","0.0178"
"HDAC4","LS411N","LARGE INTESTINE","6.2586","-0.1181"
"HDAC4","LS513","LARGE INTESTINE","6.4167","-0.1185"
"HDAC4","LU65","LUNG","6.2818","-0.0591"
"HDAC4","LU99","LUNG","5.2803","-0.2931"
"HDAC4","LUDLU1","LUNG","7.3056","-0.09295"
"HDAC4","LXF289","LUNG","8.9447","0.4753"
"HDAC4","M059K","CENTRAL NERVOUS SYSTEM","5.3976","-0.3222"
"HDAC4","M07E","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.1383","-0.05812"
"HDAC4","MALME3M","SKIN","6.8023","0.1871"
"HDAC4","MC116","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.331","-0.5863"
"HDAC4","MCAS","OVARY","4.9502","0.2348"
"HDAC4","MCF7","BREAST","5.4106","-0.305"
"HDAC4","MDAMB134VI","BREAST","6.1612","0.1038"
"HDAC4","MDAMB157","BREAST","5.8304","0.1334"
"HDAC4","MDAMB175VII","BREAST","5.7759","-0.1684"
"HDAC4","MDAMB231","BREAST","5.8259","-0.3892"
"HDAC4","MDAMB361","BREAST","6.5235","0.1768"
"HDAC4","MDAMB415","BREAST","5.087","-0.0719"
"HDAC4","MDAMB435S","SKIN","6.8028","0.2377"
"HDAC4","MDAMB436","BREAST","7.5042","0.2922"
"HDAC4","MDAMB453","BREAST","6.7551","-0.2878"
"HDAC4","MDAMB468","BREAST","5.9525","0.01"
"HDAC4","MDAPCA2B","PROSTATE","6.0195","0.01586"
"HDAC4","MDST8","LARGE INTESTINE","5.9997","0.3239"
"HDAC4","ME1","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.7812","-1.159"
"HDAC4","MEC1","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.9614","-0.0253"
"HDAC4","MEC2","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.9859","-0.0376"
"HDAC4","MEG01","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.1","-0.0717"
"HDAC4","MELHO","SKIN","6.1607","0.0216"
"HDAC4","MELJUSO","SKIN","6.612","-0.06705"
